name_unoriented,determinant,num_crossings,matrix_zero,components,jones_factorable,jones_determinant
L14n26235,0,14,True,2,,
L14n26236,0,14,True,2,,
L14n26301,0,14,True,2,,
L14n26677,0,14,True,2,,
L14n26700,0,14,True,2,,
L14n26908,0,14,True,2,,
L14n27259,0,14,True,2,,
L14n27263,0,14,True,2,,
L14n27313,0,14,True,2,,
L14n27317,0,14,True,2,,
L14n27343,0,14,True,2,,
L14n27915,0,14,True,2,,
L14n28013,0,14,True,2,,
L14n28016,0,14,True,2,,
L14n28398,0,14,True,2,,
L14n28630,0,14,True,2,,
L14n28631,0,14,True,2,,
L14n28635,0,14,True,2,,
L14n28715,0,14,True,2,,
L14n28716,0,14,True,2,,
L14n28754,0,14,True,2,,
L14n28936,0,14,True,2,,
L14n29289,0,14,True,2,,
L14n29366,0,14,True,2,,
L14n29787,0,14,True,2,,
L14n29939,0,14,True,2,,
L14n30011,0,14,True,2,,
L14n30012,0,14,True,2,,
L14n30020,0,14,True,2,,
L14n30032,0,14,True,2,,
L14n30054,0,14,True,2,,
L14n30097,0,14,True,2,,
L14n30103,0,14,True,2,,
L14n30107,0,14,True,2,,
L14n30108,0,14,True,2,,
L14n30116,0,14,True,2,,
L14n30127,0,14,True,2,,
L14n30128,0,14,True,2,,
L14n30180,0,14,True,2,,
L14n30250,0,14,True,2,,
L14n30442,0,14,True,2,,
L14n30629,0,14,True,2,,
L14n30630,0,14,True,2,,
L14n30752,0,14,True,2,,
L14n30753,0,14,True,2,,
L14n30754,0,14,True,2,,
L14n30755,0,14,True,2,,
L14n30756,0,14,True,2,,
L14n30779,0,14,True,2,,
L14n30780,0,14,True,2,,
L14n30781,0,14,True,2,,
L14n30782,0,14,True,2,,
L14n30783,0,14,True,2,,
L14n30784,0,14,True,2,,
L14n30785,0,14,True,2,,
L14n30786,0,14,True,2,,
L14n30788,0,14,True,2,,
L14n30789,0,14,True,2,,
L14n31090,0,14,True,2,,
L14n31138,0,14,True,2,,
L14n31149,0,14,True,2,,
L14n31168,0,14,True,2,,
L14n31181,0,14,True,2,,
L14n31231,0,14,True,2,,
L14n31232,0,14,True,2,,
L14n31255,0,14,True,2,,
L14n31264,0,14,True,2,,
L14n31284,0,14,True,2,,
L14n31288,0,14,True,2,,
L14n31302,0,14,True,2,,
L14n31315,0,14,True,2,,
L14n31316,0,14,True,2,,
L14n31329,0,14,True,2,,
L14n31330,0,14,True,2,,
L14n31371,0,14,True,2,,
L14n31375,0,14,True,2,,
L14n31376,0,14,True,2,,
L14n31378,0,14,True,2,,
L14n31381,0,14,True,2,,
L14n31386,0,14,True,2,,
L14n31394,0,14,True,2,,
L14n31396,0,14,True,2,,
L14n31585,0,14,True,2,,
L14n31593,0,14,True,2,,
L14n31598,0,14,True,2,,
L14n31599,0,14,True,2,,
L14n31601,0,14,True,2,,
L14n31605,0,14,True,2,,
L14n31606,0,14,True,2,,
L14n31608,0,14,True,2,,
L14n31612,0,14,True,2,,
L14n31615,0,14,True,2,,
L14n31886,0,14,True,2,,
L14n31985,0,14,True,2,,
L14n32037,0,14,True,2,,
L14n32038,0,14,True,2,,
L14n32145,0,14,True,2,,
L14n32153,0,14,True,2,,
L14n32154,0,14,True,2,,
L14n32155,0,14,True,2,,
L14n32156,0,14,True,2,,
L14n32388,0,14,True,2,,
L14n32416,0,14,True,2,,
L14n32465,0,14,True,2,,
L14n32566,0,14,True,2,,
L14n32567,0,14,True,2,,
L14n32568,0,14,True,2,,
L14n32569,0,14,True,2,,
L14n32634,0,14,True,2,,
L14n32635,0,14,True,2,,
L14n33194,0,14,True,2,,
L14n33264,0,14,True,2,,
L14n33395,0,14,True,2,,
L14n33400,0,14,True,2,,
L14n33541,0,14,True,2,,
L14n33764,0,14,True,2,,
L14n33772,0,14,True,2,,
L14n33803,0,14,True,2,,
L14n33870,0,14,True,2,,
L14n34012,0,14,True,2,,
L14n34021,0,14,True,2,,
L14n34422,0,14,True,2,,
L14n34637,0,14,True,2,,
L14n34651,0,14,True,2,,
L14n34747,0,14,True,2,,
L14n34772,0,14,True,2,,
L14n34885,0,14,True,2,,
L14n34897,0,14,True,2,,
L14n36150,0,14,True,2,,
L14n36151,0,14,True,2,,
L14n36374,0,14,True,2,,
L14n36378,0,14,True,2,,
L14n36691,0,14,True,2,,
L14n37006,0,14,True,2,,
L14n37092,0,14,True,2,,
L14n37097,0,14,True,2,,
L14n37100,0,14,True,2,,
L14n37664,0,14,True,2,,
L14n37692,0,14,True,2,,
L14n37694,0,14,True,2,,
L14n37905,0,14,True,2,,
L14n37907,0,14,True,2,,
L14n37992,0,14,True,2,,
L14n37993,0,14,True,2,,
L14n38071,0,14,True,2,,
L14n38074,0,14,True,2,,
L14n38233,0,14,True,2,,
L14n38266,0,14,True,2,,
L14n38271,0,14,True,2,,
L14n38362,0,14,True,2,,
L14n38364,0,14,True,2,,
L14n38403,0,14,True,2,,
L14n38409,0,14,True,2,,
L14n38410,0,14,True,2,,
L14n38511,0,14,True,2,,
L14n38526,0,14,True,2,,
L14n38799,0,14,True,2,,
L14n38879,0,14,True,2,,
L14n38901,0,14,True,2,,
L14n38932,0,14,True,2,,
L14n38934,0,14,True,2,,
L14n38935,0,14,True,2,,
L14n38940,0,14,True,2,,
L14n38954,0,14,True,2,,
L14n38979,0,14,True,2,,
L14n39041,0,14,True,2,,
L14n39045,0,14,True,2,,
L14n39048,0,14,True,2,,
L14n39051,0,14,True,2,,
L14n39058,0,14,True,2,,
L14n39091,0,14,True,2,,
L14n39104,0,14,True,2,,
L14n39106,0,14,True,2,,
L14n39113,0,14,True,2,,
L14n39200,0,14,True,2,,
L14n39205,0,14,True,2,,
L14n39209,0,14,True,2,,
L14n39222,0,14,True,2,,
L14n39252,0,14,True,2,,
L14n39282,0,14,True,2,,
L14n39323,0,14,True,2,,
L14n39328,0,14,True,2,,
L14n39366,0,14,True,2,,
L14n39377,0,14,True,2,,
L14n39390,0,14,True,2,,
L14n39451,0,14,True,2,,
L14n39497,0,14,True,2,,
L14n39517,0,14,True,2,,
L14n39520,0,14,True,2,,
L14n39525,0,14,True,2,,
L14n39624,0,14,True,2,,
L14n39802,0,14,True,2,,
L14n39804,0,14,True,2,,
L14n39807,0,14,True,2,,
L14n39822,0,14,True,2,,
L14n39871,0,14,True,2,,
L14n39896,0,14,True,2,,
L14n39921,0,14,True,2,,
L14n39958,0,14,True,2,,
L14n39962,0,14,True,2,,
L14n39967,0,14,True,2,,
L14n39970,0,14,True,2,,
L14n39971,0,14,True,2,,
L14n39981,0,14,True,2,,
L14n39992,0,14,True,2,,
L14n39993,0,14,True,2,,
L14n40013,0,14,True,2,,
L14n40045,0,14,True,2,,
L14n40047,0,14,True,2,,
L14n45824,0,14,True,3,,
L14n45834,0,14,True,3,,
L14n47161,0,14,True,3,,
L14n47195,0,14,True,3,,
L14n47241,0,14,True,3,,
L14n47685,0,14,True,3,,
L14n47721,0,14,True,3,,
L14n47748,0,14,True,3,,
L14n47755,0,14,True,3,,
L14n47771,0,14,True,3,,
L14n47781,0,14,True,3,,
L14n47782,0,14,True,3,,
L14n47785,0,14,True,3,,
L14n47791,0,14,True,3,,
L14n47792,0,14,True,3,,
L14n47794,0,14,True,3,,
L14n47797,0,14,True,3,,
L14n47800,0,14,True,3,,
L14n47801,0,14,True,3,,
L14n47827,0,14,True,3,,
L14n47832,0,14,True,3,,
L14n48076,0,14,True,3,,
L14n48085,0,14,True,3,,
L14n48096,0,14,True,3,,
L14n48105,0,14,True,3,,
L14n48166,0,14,True,3,,
L14n48168,0,14,True,3,,
L14n48169,0,14,True,3,,
L14n48174,0,14,True,3,,
L14n48185,0,14,True,3,,
L14n48324,0,14,True,3,,
L14n48333,0,14,True,3,,
L14n48368,0,14,True,3,,
L14n48391,0,14,True,3,,
L14n48397,0,14,True,3,,
L14n48403,0,14,True,3,,
L14n48404,0,14,True,3,,
L14n48413,0,14,True,3,,
L14n48418,0,14,True,3,,
L14n48449,0,14,True,3,,
L14n48450,0,14,True,3,,
L14n48454,0,14,True,3,,
L14n48455,0,14,True,3,,
L14n48699,0,14,True,3,,
L14n48789,0,14,True,3,,
L14n48793,0,14,True,3,,
L14n48795,0,14,True,3,,
L14n48798,0,14,True,3,,
L14n49099,0,14,True,3,,
L14n49673,0,14,True,3,,
L14n49746,0,14,True,3,,
L14n50034,0,14,True,3,,
L14n50170,0,14,True,3,,
L14n50271,0,14,True,3,,
L14n50327,0,14,True,3,,
L14n50508,0,14,True,3,,
L14n50513,0,14,True,3,,
L14n50866,0,14,True,3,,
L14n50867,0,14,True,3,,
L14n51370,0,14,True,3,,
L14n51401,0,14,True,3,,
L14n51452,0,14,True,3,,
L14n51485,0,14,True,3,,
L14n51499,0,14,True,3,,
L14n51516,0,14,True,3,,
L14n51531,0,14,True,3,,
L14n51538,0,14,True,3,,
L14n51555,0,14,True,3,,
L14n51570,0,14,True,3,,
L14n51581,0,14,True,3,,
L14n51604,0,14,True,3,,
L14n51728,0,14,True,3,,
L14n51743,0,14,True,3,,
L14n51760,0,14,True,3,,
L14n51776,0,14,True,3,,
L14n51806,0,14,True,3,,
L14n51828,0,14,True,3,,
L14n51839,0,14,True,3,,
L14n51892,0,14,True,3,,
L14n51924,0,14,True,3,,
L14n51946,0,14,True,3,,
L14n51956,0,14,True,3,,
L14n51997,0,14,True,3,,
L14n52016,0,14,True,3,,
L14n52050,0,14,True,3,,
L14n52142,0,14,True,3,,
L14n52143,0,14,True,3,,
L14n52144,0,14,True,3,,
L14n52145,0,14,True,3,,
L14n52153,0,14,True,3,,
L14n52154,0,14,True,3,,
L14n52158,0,14,True,3,,
L14n52161,0,14,True,3,,
L14n52164,0,14,True,3,,
L14n52167,0,14,True,3,,
L14n52170,0,14,True,3,,
L14n52172,0,14,True,3,,
L14n52189,0,14,True,3,,
L14n52190,0,14,True,3,,
L14n52287,0,14,True,3,,
L14n52296,0,14,True,3,,
L14n52304,0,14,True,3,,
L14n52389,0,14,True,3,,
L14n52391,0,14,True,3,,
L14n52404,0,14,True,3,,
L14n52413,0,14,True,3,,
L14n52421,0,14,True,3,,
L14n52427,0,14,True,3,,
L14n52429,0,14,True,3,,
L14n52589,0,14,True,3,,
L14n52590,0,14,True,3,,
L14n52593,0,14,True,3,,
L14n52594,0,14,True,3,,
L14n52600,0,14,True,3,,
L14n52602,0,14,True,3,,
L14n52605,0,14,True,3,,
L14n52610,0,14,True,3,,
L14n52612,0,14,True,3,,
L14n52617,0,14,True,3,,
L14n52619,0,14,True,3,,
L14n52620,0,14,True,3,,
L14n52622,0,14,True,3,,
L14n52624,0,14,True,3,,
L14n52629,0,14,True,3,,
L14n52631,0,14,True,3,,
L14n52636,0,14,True,3,,
L14n52639,0,14,True,3,,
L14n52753,0,14,True,3,,
L14n52846,0,14,True,3,,
L14n52847,0,14,True,3,,
L14n52922,0,14,True,3,,
L14n52933,0,14,True,3,,
L14n52934,0,14,True,3,,
L14n52954,0,14,True,3,,
L14n52998,0,14,True,3,,
L14n53112,0,14,True,3,,
L14n53114,0,14,True,3,,
L14n53116,0,14,True,3,,
L14n53118,0,14,True,3,,
L14n53120,0,14,True,3,,
L14n53122,0,14,True,3,,
L14n53124,0,14,True,3,,
L14n53126,0,14,True,3,,
L14n53128,0,14,True,3,,
L14n53131,0,14,True,3,,
L14n53133,0,14,True,3,,
L14n53135,0,14,True,3,,
L14n53143,0,14,True,3,,
L14n53145,0,14,True,3,,
L14n53147,0,14,True,3,,
L14n53149,0,14,True,3,,
L14n53151,0,14,True,3,,
L14n53154,0,14,True,3,,
L14n53218,0,14,True,3,,
L14n54386,0,14,True,3,,
L14n54427,0,14,True,3,,
L14n54446,0,14,True,3,,
L14n54476,0,14,True,3,,
L14n54478,0,14,True,3,,
L14n58511,0,14,True,3,,
L14n58627,0,14,True,3,,
L14n58704,0,14,True,3,,
L14n58706,0,14,True,3,,
L14n58716,0,14,True,3,,
L14n58759,0,14,True,3,,
L14n58760,0,14,True,3,,
L14n59991,0,14,True,4,,
L14n62224,0,14,True,4,,
L14n62226,0,14,True,4,,
L14n62346,0,14,True,4,,
L14n62356,0,14,True,4,,
L14n62566,0,14,True,4,,
L14n62588,0,14,True,4,,
L14n62654,0,14,True,4,,
L14n62717,0,14,True,4,,
L14n63195,0,14,True,4,,
L14n64050,0,14,True,5,,
